 359, 0
 1.666667,
 1.000000,
 1.000000,
 1.666667,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.000000,
 1.000000,
 1.000000,
 1.000000,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.666667,
 1.666667,
 1.666667,
 1.666667,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 1.333333,
 359, 499
 1.666667,
 1.000000,
 1.000000,
 1.666667,
 1.634842,
 1.603468,
 1.572985,
 1.543793,
 1.516228,
 1.490575,
 1.467044,
 1.445768,
 1.426799,
 1.410133,
 1.395700,
 1.383378,
 1.373007,
 1.364401,
 1.357361,
 1.351681,
 1.347162,
 1.343612,
 1.340856,
 1.338736,
 1.337113,
 1.335863,
 1.334879,
 1.334064,
 1.333333,
 1.332601,
 1.331787,
 1.330803,
 1.329552,
 1.327929,
 1.325809,
 1.323053,
 1.319503,
 1.314983,
 1.309303,
 1.302263,
 1.293658,
 1.283287,
 1.270959,
 1.256526,
 1.239866,
 1.220901,
 1.199624,
 1.176094,
 1.150442,
 1.122878,
 1.093681,
 1.063195,
 1.031823,
 1.000000,
 1.000000,
 1.000000,
 1.000000,
 1.031823,
 1.063192,
 1.093679,
 1.122877,
 1.150441,
 1.176093,
 1.199623,
 1.220900,
 1.239865,
 1.256528,
 1.270962,
 1.283283,
 1.293652,
 1.302261,
 1.309302,
 1.314983,
 1.319503,
 1.323053,
 1.325810,
 1.327929,
 1.329552,
 1.330803,
 1.331787,
 1.332601,
 1.333333,
 1.334064,
 1.334878,
 1.335863,
 1.337113,
 1.338736,
 1.340855,
 1.343612,
 1.347162,
 1.351682,
 1.357361,
 1.364401,
 1.373007,
 1.383378,
 1.395702,
 1.410136,
 1.426801,
 1.445764,
 1.467042,
 1.490573,
 1.516225,
 1.543791,
 1.572990,
 1.603474,
 1.634843,
 1.666667,
 1.666667,
 1.666667,
 1.666667,
 1.330217,
 1.248512,
 1.108324,
 1.354378,
 1.336448,
 1.418139,
 1.558202,
 1.312300,
 1.321387,
 1.326938,
 1.210549,
 1.345275,
 1.334455,
 1.478533,
 1.339723,
 1.389280,
 1.368496,
 1.332210,
 1.298158,
 1.277248,
 1.163521,
 1.230670,
 1.078812,
 1.586769,
 1.328787,
 1.435741,
 1.529789,
 1.333693,
 1.377957,
 1.342093,
 1.503145,
 1.456117,
 1.288850,
 1.331309,
 1.354366,
 1.336448,
 1.321387,
 1.312300,
 1.163520,
 1.021577,
 1.640746,
 1.047719,
 1.618727,
 1.210548,
 1.220900,
 1.239862,
 1.199623,
 1.230673,
 1.248484,
 1.256477,
 1.264014,
 1.230675,
 1.136888,
 1.150442,
 1.122840,
 1.136854,
 1.108525,
 1.163519,
 1.588191,
 1.573532,
 1.543874,
 1.558487,
 1.529806,
 1.590858,
 1.516241,
 1.503147,
 1.108495,
 1.270851,
 1.277383,
 1.271238,
 1.377959,
 1.383378,
 1.395666,
 1.389184,
 1.402440,
 1.377952,
 1.409912,
 1.417949,
 1.395586,
 1.373006,
 1.368512,
 1.364424,
 1.360792,
 1.364462,
 1.357375,
 1.354374,
 1.351672,
 1.349237,
 1.347150,
 1.345233,
 1.347123,
 1.343595,
